Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$
2-6_NH2_3-4-5_FBAI,c1(N)c(F)c(F)c(F)c(N)c1(C#C(I)),I,NH2,F,F,38.7,2.139861078,2.0006,3.593,1.187,C1,2.0243,0.0237,3.107,-0.486,3.778,1.2182,2.9377,0.191,-14.767,0.02,0.0139,-0.000952,-0.0129,0.0594,0.000952,4.01e-07,-0.02,-7.93,-7.774022927,-7.39,-7.229287852,0.158464974,0.002247174,10.12,-0.04145,1.2167,16.627,-1.196,0.0015,16.496,-0.131,-0.83
2-6_NH2_3-5_CN_4_NO2BAI,c1(N)c(C#N)c(N(=O)=O)c(C#N)c(N)c1(C#C(I)),I,NH2,CN,NO2,48.2,2.131396669,2.0001,3.575,-1.198,C1,2.0273,0.0272,3.002,-0.573,1.665,1.2185,2.8952,0.216,-15.631,0.0217,0.0151,-0.000813,-0.0143,0.0635,0.000813,4.18e-07,-0.0217,-9.3,-9.097409087,-8.72,-8.519338338,0.19951037,0.001151292,,-0.04832,1.2167,16.629,0.713,0.0018,16.462,-0.167,1.269
2-6_NH2_3-5_F_4_NO2BAI,c1(N)c(F)c(N(=O)=O)c(F)c(N)c1(C#C(I)),I,NH2,F,NO2,43.1,2.135850897,1.9999,3.587,-0.632,C1,2.0251,0.0252,3.06,-0.527,2.001,1.218,2.917,0.203,-15.192,0.0208,0.0145,-0.000891,-0.0136,0.0614,0.000891,4.09e-07,-0.0208,-8.57,-8.388637107,-8.02,-7.837540004,0.180779212,0.001680784,10.82,-0.0448,1.2163,16.669,0.395,0.0017,16.515,-0.154,0.944
2-6_NH2_3-5_NO2_4_CNBAI,c1(N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(N)c1(C#C(I)),I,NH2,NO2,CN,48.9,2.13070498,2.0,3.574,-1.281,C1,2.0277,0.0277,2.991,-0.583,1.649,1.2188,2.891,0.219,-15.794,0.0219,0.0152,-0.000796,-0.0144,0.064,0.000796,1.87e-06,-0.0219,-9.42,-9.212663756,-8.84,-8.632114323,0.20675183,0.001133847,11.78,-0.04948,1.217,16.603,0.743,0.0018,16.438,-0.165,1.303
2-6_NH2_3-5_NO2_4_FBAI,c1(N)c(N(=O)=O)c(F)c(N(=O)=O)c(N)c1(C#C(I)),I,NH2,NO2,F,45.7,2.13390856,2.0008,3.578,0.327,C1,2.0272,0.0264,3.028,-0.55,3.27,1.2187,2.9056,0.209,-15.383,0.0213,0.0148,-0.000853,-0.0139,0.0625,0.000853,2.88e-07,-0.0213,-8.94,-8.743023096,-8.37,-8.177492761,0.191114293,0.001392946,11.24,-0.04685,1.2171,16.593,-0.656,0.0016,16.448,-0.145,-0.303
2-6_OH_3-5_BH2_4_CNBAI,c1(O)c(B)c(C#N)c(B)c(O)c1(C#C(I)),I,OH,BH2,CN,48.6,2.129009216,1.9999,3.569,-1.074,C1,2.0282,0.0283,2.972,-0.597,2.007,1.2193,2.8846,0.222,-15.81,0.0222,0.0154,-0.000773,-0.0146,0.0646,0.000773,2.66e-06,-0.0222,-9.56,-9.344485305,-8.97,-8.751187375,0.217421374,0.001391251,11.99,-0.0505,1.2175,16.578,0.461,0.0018,16.41,-0.168,0.929
2-6_OH_3-5_BH2_4_FBAI,c1(O)c(B)c(F)c(B)c(O)c1(C#C(I)),I,OH,BH2,F,45.0,2.132250313,2.0005,3.574,0.447,C1,2.0274,0.0269,3.014,-0.56,3.454,1.2195,2.9002,0.213,-15.418,0.0215,0.0149,-0.000837,-0.0141,0.0631,0.000837,9.72e-07,-0.0215,-9.03,-8.832884967,-8.45,-8.248754001,0.199538608,0.001707391,11.4,-0.04761,1.2178,16.548,-0.874,0.0017,16.4,-0.148,-0.541
2-6_OH_3-5_BH2_4_NO2BAI,c1(O)c(B)c(N(=O)=O)c(B)c(O)c1(C#C(I)),I,OH,BH2,NO2,48.6,2.128962814,2.0001,3.568,-0.834,C1,2.0284,0.0283,2.973,-0.595,2.288,1.2192,2.885,0.222,-15.678,0.0221,0.0154,-0.000775,-0.0146,0.0646,0.000775,8.65e-07,-0.0221,-9.55,-9.330974398,-8.96,-8.739452374,0.219138868,0.001408759,11.98,-0.05044,1.2175,16.591,0.233,0.0017,16.425,-0.166,0.618
2-6_OH_3-5_CN_4_NO2BAI,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C(I)),I,OH,CN,NO2,55.4,2.121725079,1.9987,3.56,-3.488,C1,2.0303,0.0316,2.882,-0.678,-0.216,1.2191,2.8533,0.236,-16.037,0.0236,0.0163,-0.000619,-0.0157,0.0678,0.000619,1.55e-06,-0.0236,-10.65,-10.37912862,-10.05,-9.779022008,0.269942037,0.001035955,13.27,-0.05666,1.2169,16.644,2.365,0.0022,16.439,-0.205,2.898
2-6_OH_3-5_F_4_NO2BAI,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C(I)),I,OH,F,NO2,50.2,2.126322204,1.9991,3.572,-2.228,C1,2.0282,0.0291,2.957,-0.615,0.799,1.2189,2.8774,0.226,-15.598,0.0225,0.0156,-0.000742,-0.0149,0.0653,0.000742,6.96e-07,-0.0225,-9.81,-9.57154899,-9.22,-8.986250766,0.232442069,0.001307165,12.27,-0.0518,1.2169,16.653,1.445,0.002,16.468,-0.185,1.941
2-6_OH_3-5_NH2_4_CNBAI,c1(O)c(N)c(C#N)c(N)c(O)c1(C#C(I)),I,OH,NH2,CN,44.0,2.133438114,2.0002,3.579,-0.443,C1,2.0264,0.0262,3.03,-0.549,2.387,1.2187,2.9064,0.209,-15.513,0.0212,0.0148,-0.000859,-0.0139,0.0624,0.000859,1.15e-06,-0.0212,-8.84,-8.652617803,-8.28,-8.087667836,0.19058342,0.001748743,11.18,-0.04654,1.217,16.637,0.117,0.0017,16.474,-0.163,0.624
2-6_OH_3-5_NH2_4_FBAI,c1(O)c(N)c(F)c(N)c(O)c1(C#C(I)),I,OH,NH2,F,39.8,2.137810615,2.0008,3.585,1.377,C1,2.0255,0.0247,3.075,-0.51,4.119,1.2191,2.9254,0.197,-15.048,0.0204,0.0142,-0.00092,-0.0133,0.0606,0.00092,1.27e-06,-0.0204,-8.24,-8.068252719,-7.69,-7.516480446,0.17127809,0.002241464,10.51,-0.04332,1.2176,16.571,-1.509,0.0015,16.434,-0.137,-1.155
2-6_OH_3-5_NH2_4_NO2BAI,c1(O)c(N)c(N(=O)=O)c(N)c(O)c1(C#C(I)),I,OH,NH2,NO2,45.2,2.132476484,2.0,3.576,-1.247,C1,2.0268,0.0268,3.014,-0.562,1.596,1.2185,2.9004,0.213,-15.574,0.0215,0.0149,-0.000836,-0.0141,0.063,0.000836,4.29e-07,-0.0215,-9.04,-8.834821461,-8.47,-8.268284059,0.200075129,0.001640812,11.39,-0.0476,1.2167,16.672,0.836,0.0018,16.5,-0.172,1.378
2-6_OH_3-5_NO2_4_CNBAI,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C(I)),I,OH,NO2,CN,55.7,2.12166656,1.9982,3.561,-3.948,C1,2.0301,0.0319,2.875,-0.686,-0.688,1.2193,2.8507,0.237,-16.145,0.0237,0.0164,-0.000605,-0.0158,0.0681,0.000605,2.28e-06,-0.0237,-10.74,-10.46241168,-10.13,-9.855653662,0.273292937,0.0010534,13.4,-0.05718,1.2171,16.623,2.758,0.0022,16.414,-0.209,3.352
2-6_OH_3-5_NO2_4_FBAI,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C(I)),I,OH,NO2,F,52.4,2.124736567,1.9992,3.566,-2.159,C1,2.0295,0.0303,2.92,-0.646,1.089,1.2191,2.8655,0.232,-15.729,0.023,0.016,-0.000685,-0.0153,0.0666,0.000685,5.78e-07,-0.023,-10.2,-9.950922408,-9.61,-9.356782409,0.25201409,0.0012035,12.76,-0.05414,1.2171,16.621,1.205,0.002,16.435,-0.186,1.591
2-6_OH_4_NH2_3-5_CNBAI,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C(I)),I,OH,CN,NH2,46.6,2.130187282,2.0001,3.576,0.734,C1,2.0277,0.0276,2.997,-0.579,3.759,1.2196,2.8932,0.217,-15.748,0.0218,0.0151,-0.00081,-0.0143,0.0638,0.00081,1.19e-06,-0.0218,-9.26,-9.052145571,-8.69,-8.479278545,0.209199745,0.001521711,11.66,-0.04889,1.218,16.518,-1.359,0.0016,16.37,-0.148,-0.912
2-6_OH_4_NH2_3-5_FBAI,c1(O)c(F)c(N)c(F)c(O)c1(C#C(I)),I,OH,F,NH2,40.6,2.136244598,2.0004,3.587,1.981,C1,2.0255,0.0251,3.065,-0.522,4.679,1.2198,2.9194,0.201,-15.227,0.0207,0.0144,-0.000904,-0.0135,0.0612,0.000904,4.15e-07,-0.0207,-8.42,-8.23067414,-7.86,-7.674944625,0.182912744,0.002142631,10.71,-0.04425,1.2183,16.485,-2.26,0.0015,16.358,-0.127,-1.787
2-6_opp_H_3-5_4-OHBAI,c1(O)c(O)c(O)c(O)c(O)c1(C#C(I)),I,OH,OH,OH,39.9,2.13725792,2.0006,3.587,1.757,C1,2.0254,0.0248,3.076,-0.511,4.481,1.2194,2.9246,0.198,-15.082,0.0205,0.0142,-0.000918,-0.0133,0.0607,0.000918,2.98e-07,-0.0205,-8.27,-8.094241652,-7.72,-7.545825828,0.171953918,0.002220254,10.54,-0.04344,1.218,16.528,-1.935,0.0014,16.396,-0.132,-1.553
2-6_opp_H_3-5_4-SHBAI,c1(S)c(S)c(S)c(S)c(S)c1(C#C(I)),I,SH,SH,SH,40.6,2.136412132,1.9993,3.595,-0.373,C1,2.0244,0.0251,3.07,-0.525,2.349,1.2181,2.9178,0.202,-15.7,0.0208,0.0144,-0.000897,-0.0135,0.0613,0.000897,1.92e-06,-0.0208,-8.46,-8.319353783,-7.89,-7.745179028,0.142720761,0.002100212,,-0.04443,1.2165,16.628,0.315,0.0016,16.475,-0.153,0.855
2-6_opp_H_3-5-OHBAI,c1(O)c(O)c(O)c(O)c(O)c1(C#C(I)),I,OH,OH,H,39.9,2.136072288,2.0003,3.585,0.269,C1,2.0253,0.025,3.066,-0.519,3.025,1.2188,2.9197,0.201,-15.022,0.0207,0.0144,-0.000906,-0.0135,0.0612,0.000906,1.38e-06,-0.0207,-8.39,-8.2128353,-7.83,-7.653925164,0.173741693,0.002333143,10.69,-0.04416,1.2172,16.621,-0.48,0.0016,16.473,-0.148,-0.117
2-6_opp_H_3-5-SHBAI,c1(S)c(S)c(S)c(S)c(S)c1(C#C(I)),I,SH,SH,H,40.8,2.134914457,1.9993,3.593,-1.34,C1,2.0244,0.0251,3.066,-0.527,1.437,1.2179,2.9157,0.204,-15.441,0.0208,0.0145,-0.000893,-0.0136,0.0615,0.000893,1.89e-06,-0.0208,-8.52,-8.342810087,-7.94,-7.765102937,0.17274709,0.002149973,10.87,-0.04492,1.2162,16.675,1.231,0.0017,16.509,-0.166,1.653
2-6_SH_3-5_BH2_4_CNBAI,c1(S)c(B)c(C#N)c(B)c(S)c1(C#C(I)),I,SH,BH2,CN,46.2,2.131502282,1.999,3.583,-2.23,C1,2.0259,0.0269,3.013,-0.57,0.703,1.2182,2.8962,0.216,-15.803,0.0217,0.015,-0.00082,-0.0142,0.0635,0.00082,1.31e-06,-0.0217,-9.19,-8.996072577,-8.61,-8.411623539,0.196906206,0.001470255,11.6,-0.04846,1.2163,16.646,1.917,0.0019,16.467,-0.179,2.398
2-6_SH_3-5_BH2_4_FBAI,c1(S)c(B)c(F)c(B)c(S)c1(C#C(I)),I,SH,BH2,F,42.7,2.134430222,1.9997,3.587,-0.717,C1,2.0254,0.0257,3.05,-0.537,2.177,1.218,2.9113,0.206,-15.419,0.021,0.0146,-0.000875,-0.0137,0.062,0.000875,3.59e-07,-0.021,-8.69,-8.508259242,-8.12,-7.937239741,0.180910989,0.00184927,11.04,-0.04578,1.2163,16.649,0.588,0.0017,16.489,-0.16,0.923
2-6_SH_3-5_BH2_4_NO2BAI,c1(S)c(B)c(N(=O)=O)c(B)c(S)c1(C#C(I)),I,SH,BH2,NO2,46.3,2.131142723,1.9972,3.59,-5.274,C1,2.024,0.0268,3.009,-0.581,-2.944,1.2189,2.8913,0.219,-16.087,0.0219,0.0152,-0.000802,-0.0144,0.064,0.000802,2.26e-06,-0.0219,-9.33,-9.125828992,-8.75,-8.542886223,0.205647413,0.001466364,11.74,-0.04923,1.2167,16.592,4.653,0.0022,16.377,-0.215,5.748
2-6_SH_3-5_CN_4_NO2BAI,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C(I)),I,SH,CN,NO2,52.9,2.125138858,1.998,3.575,-4.295,C1,2.0279,0.0299,2.932,-0.643,-1.22,1.2183,2.8665,0.232,-16.048,0.023,0.0159,-0.000688,-0.0152,0.0664,0.000688,9.49e-07,-0.023,-10.21,-9.971360393,-9.61,-9.366950197,0.242036689,0.001013114,3862.71,-0.05402,1.2161,16.678,3.498,0.0022,16.467,-0.211,4.073
2-6_SH_3-5_F_4_NO2BAI,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C(I)),I,SH,F,NO2,48.1,2.129214731,1.9982,3.585,-3.397,C1,2.026,0.0278,2.992,-0.593,-0.546,1.2179,2.8868,0.221,-15.605,0.0221,0.0153,-0.000783,-0.0145,0.0644,0.000783,1.12e-06,-0.0221,-9.49,-9.278106722,-8.91,-8.695054716,0.213541483,0.001403802,11.93,-0.05007,1.2159,16.712,2.831,0.002,16.515,-0.197,3.392
2-6_SH_3-5_NH2_4_CNBAI,c1(S)c(N)c(C#N)c(N)c(S)c1(C#C(I)),I,SH,NH2,CN,35.6,2.142590234,1.9963,3.62,-3.33,C1,2.0186,0.0223,3.152,-0.468,-1.138,1.2148,2.9489,0.186,-15.001,0.0195,0.0136,-0.000983,-0.0126,0.0583,0.000983,8.61e-07,-0.0195,-7.6,-7.451250865,-7.04,-6.896082704,0.141177087,0.002740208,,-0.03933,1.2129,16.98,3.6,0.0019,16.792,-0.188,4.298
2-6_SH_3-5_NH2_4_FBAI,c1(S)c(N)c(F)c(N)c(S)c1(C#C(I)),I,SH,NH2,F,36.5,2.141380393,1.9991,3.602,-0.667,C1,2.0229,0.0238,3.112,-0.49,2.068,1.2172,2.9375,0.191,-14.976,0.02,0.0139,-0.000954,-0.0129,0.0594,0.000954,3.31e-06,-0.02,-7.89,-7.679708249,-7.34,-7.133953742,0.203495056,0.002551203,10.14,-0.04141,1.2151,16.768,0.78,0.0021,16.581,-0.187,0.973
2-6_SH_3-5_NH2_4_NO2BAI,c1(S)c(N)c(N(=O)=O)c(N)c(S)c1(C#C(I)),I,SH,NH2,NO2,36.8,2.1415554,1.996,3.62,-4.026,C1,2.0188,0.0228,3.139,-0.481,-1.816,1.2149,2.9429,0.189,-15.058,0.0198,0.0138,-0.000967,-0.0128,0.0589,0.000967,2.12e-06,-0.0198,-7.78,-7.616530592,-7.22,-7.059069102,0.158464974,0.002465924,,-0.03997,1.2128,16.987,4.245,0.0021,16.783,-0.204,4.949
2-6_SH_3-5_NO2_4_CNBAI,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C(I)),I,SH,NO2,CN,52.6,2.125492658,1.997,3.578,-5.031,C1,2.027,0.03,2.933,-0.645,-1.951,1.2183,2.8662,0.232,-16.134,0.023,0.0159,-0.000686,-0.0152,0.0665,0.000686,7.09e-07,-0.023,-10.22,-9.968618176,-9.62,-9.36684516,0.252101942,0.001052898,12.77,-0.05408,1.216,16.668,4.182,0.0023,16.452,-0.216,4.766
2-6_SH_3-5_NO2_4_FBAI,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C(I)),I,SH,NO2,F,49.4,2.128115887,1.9982,3.582,-3.117,C1,2.0268,0.0286,2.973,-0.609,-0.073,1.2179,2.8806,0.225,-15.727,0.0223,0.0155,-0.000755,-0.0147,0.065,0.000755,9.63e-07,-0.0223,-9.71,-9.482116336,-9.12,-8.892561064,0.226179524,0.001259412,12.18,-0.05129,1.2159,16.696,2.527,0.002,16.502,-0.194,2.929
2-6_SH_4_NH2_3-5_CNBAI,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C(I)),I,SH,CN,NH2,44.3,2.133865095,1.9996,3.587,-0.408,C1,2.026,0.0264,3.032,-0.555,2.501,1.2183,2.9039,0.211,-15.736,0.0213,0.0148,-0.00085,-0.014,0.0627,0.00085,5.44e-07,-0.0213,-8.93,-8.741774353,-8.36,-8.167764849,0.190631111,0.00160404,,-0.0466,1.2166,16.615,0.079,0.0017,16.456,-0.159,0.53
2-6_SH_4_NH2_3-5_FBAI,c1(S)c(F)c(N)c(F)c(S)c1(C#C(I)),I,SH,F,NH2,39.0,2.137966918,1.9996,3.598,0.422,C1,2.024,0.0244,3.089,-0.509,3.036,1.2182,2.9263,0.197,-15.231,0.0204,0.0142,-0.000924,-0.0133,0.0605,0.000924,7.46e-07,-0.0204,-8.2,-8.028892185,-7.65,-7.478798905,0.168925557,0.002275538,10.51,-0.04318,1.2167,16.617,-0.531,0.0015,16.474,-0.143,-0.049
2-6-BH2BAI,c1(B)cccc(B)c1(C#C(I)),I,BH2,H,H,33.8,2.143862749,1.9971,3.616,-2.353,C1,2.0187,0.0216,3.167,-0.449,-0.219,1.2154,2.9563,0.184,-14.562,0.0193,0.0134,-0.000999,-0.0124,0.0576,0.000999,2.59e-07,-0.0193,-7.39,-7.257067423,-6.84,-6.708076921,0.128846526,0.003076554,9.51,-0.03847,1.2137,16.912,2.961,0.0017,16.735,-0.177,3.608
2-6-CF3BAI,c1(C(F)(F)F)cccc(C(F)(F)F)c1(C#C(I)),I,CF3,H,H,36.9,2.138100614,1.995,3.618,-4.186,C1,2.0188,0.0238,3.111,-0.507,-1.854,1.2138,2.9292,0.196,-14.736,0.020282331,0.014128655,-0.000936016,-0.013192639,0.060258729,0.000936016,1.38e-06,-0.020282331,-8.07,-7.910976875,-7.5,-7.339211609,0.157824914,0.002963476,10.29,-0.04228,1.2118,17.064,4.022,0.002,16.865,-0.199,4.635
2-6-CH3BAI,c1(C)cccc(C)c1(C#C(I)),I,CH3,H,H,32.9,2.145981289,1.9999,3.602,0.395,C1,2.0213,0.0214,3.17,-0.432,2.751,1.2166,2.9652,0.18,-14.503,0.0189,0.0132,-0.00102,-0.0122,0.0568,0.00102,1.32e-06,-0.0189,-7.15,-7.025416643,-6.61,-6.485258704,0.121595026,0.00314627,9.29,-0.0373,1.2151,16.813,0.132,0.0015,16.668,-0.145,0.529
2-6-CHOBAI,c1(C(=O))cccc(C(=O))c1(C#C(I)),I,CHO,H,H,41.9,2.134944023,1.9981,3.595,-2.47,C1,2.0233,0.0252,3.064,-0.531,0.165,1.2161,2.914,0.205,-15.019,0.020913213,0.014542244,-0.000884977,-0.013657268,0.061708935,0.000884977,7.83e-07,-0.020913213,-8.62,-8.450588609,-8.05,-7.878626277,0.169412505,0.001961218,10.89,-0.04512,1.2143,16.856,2.598,0.0018,16.675,-0.181,3.108
2-6-ClBAI,c1(Cl)cccc(Cl)c1(C#C(I)),I,Cl,H,H,35.1,2.140656378,1.9967,3.615,-2.611,C1,2.0195,0.0228,3.138,-0.477,-0.294,1.2145,2.9443,0.188,-14.601,0.019697405,0.013722583,-0.000972222,-0.01275036,0.058779255,0.000972222,2.1e-06,-0.019697405,-7.65,-7.507839672,-7.1,-6.956470882,0.140411526,0.003117593,9.85,-0.04003,1.2126,17.008,2.584,0.0019,16.832,-0.176,3.109
2-6-CNBAI,c1(C#N)cccc(C#N)c1(C#C(I)),I,CN,H,H,39.1,2.133063103,1.9944,3.61,-5.569,C1,2.0198,0.0254,3.062,-0.548,-3.204,1.2152,2.9088,0.209,-14.886,0.02109976,0.014696528,-0.000876871,-0.013819657,0.062293647,0.000876871,1.97e-06,-0.02109976,-8.61,-8.428517218,-8.02,-7.840973359,0.176003865,0.003022776,10.98,-0.04552,1.213,16.962,4.974,0.0022,16.746,-0.216,5.658
2-6-COOHBAI,c1(C(=O)O)cccc(C(=O)O)c1(C#C(I)),I,COOH,H,H,36.4,2.143078298,1.9951,3.629,-2.875,C1,2.0171,0.022,3.169,-0.46,-0.666,1.2134,2.9547,0.184,-14.551,0.019337057,0.013455577,-0.000990895,-0.012464681,0.057785921,0.000990895,1.2e-06,-0.019337057,-7.55,-7.407616992,-7.0,-6.857642003,0.140107811,0.002250186,9.54,-0.0388,1.2115,17.046,3.238,0.0019,16.863,-0.183,3.801
2-6-FBAI,c1(F)cccc(F)c1(C#C(I)),I,F,H,H,34.7,2.140936766,1.9975,3.611,-1.782,C1,2.0203,0.0228,3.138,-0.473,0.581,1.2143,2.9459,0.188,-14.518,0.019633536,0.013680436,-0.000976991,-0.012703446,0.058629743,0.000976991,2.54e-06,-0.019633536,-7.6,-7.459004372,-7.06,-6.916725086,0.140028745,0.003246169,9.76,-0.03978,1.2125,17.043,1.738,0.0018,16.872,-0.171,2.228
2-6-NH2BAI,c1(N)cccc(N)c1(C#C(I)),I,NH2,H,H,33.7,2.144974105,2.0013,3.596,2.405,C1,2.0231,0.0218,3.155,-0.441,4.863,1.2186,2.9606,0.181,-14.596,0.0191,0.0133,-0.001,-0.0123,0.0572,0.001,2.81e-06,-0.0191,-7.26,-7.118015083,-6.73,-6.591555528,0.135405255,0.003039217,9.41,-0.03801,1.2173,16.559,-2.072,0.0013,16.448,-0.111,-1.728
2-6-NO2BAI,c1(N(=O)=O)cccc(N(=O)=O)c1(C#C(I)),I,NO2,H,H,38.6,2.134860198,1.9927,3.622,-6.343,C1,2.0176,0.0249,3.083,-0.539,-4.038,1.2139,2.9161,0.204,-14.937,0.020814596,0.014492397,-0.000896247,-0.01359615,0.061554621,0.000896247,2.65e-06,-0.020814596,-8.44,-8.25876774,-7.87,-7.686073452,0.181092967,0.002833582,10.73,-0.04429,1.2117,17.023,5.799,0.0022,16.804,-0.219,6.486
2-6-OHBAI,c1(O)cccc(O)c1(C#C(I)),I,OH,H,H,40.5,2.136086122,2.0005,3.584,0.78,C1,2.0256,0.0251,3.067,-0.517,3.56,1.2193,2.921,0.2,-14.935,0.0206,0.0143,-0.000908,-0.0134,0.061,0.000908,2.12e-06,-0.0206,-8.37,-8.19283971,-7.81,-7.636420393,0.171366569,0.002213038,10.66,-0.04401,1.2177,16.566,-0.964,0.0016,16.424,-0.142,-0.648
2-6-OOCMeBAI,c1(OC(=O)C)cccc(OC(=O)C)c1(C#C(I)),I,OOCMe,H,H,36.0,2.142788832,1.9985,3.608,-0.764,C1,2.0212,0.0227,3.14,-0.468,1.693,1.2149,2.9477,0.186,-14.544,0.019587516,0.013630351,-0.000974263,-0.012656088,0.058418488,0.000974263,1.45e-06,-0.019587516,-7.67,-7.495948367,-7.12,-6.949290621,0.16807842,0.002630959,9.82,-0.04002,1.2131,16.94,1.027,0.0018,16.775,-0.165,1.385
2-6-SHBAI,c1(S)cccc(S)c1(C#C(I)),I,SH,H,H,39.1,2.137642772,1.9996,3.594,-0.656,C1,2.0236,0.024,3.095,-0.499,2.003,1.2178,2.9283,0.196,-14.927,0.0203,0.0141,-0.000929,-0.0132,0.0603,0.000929,1.47e-06,-0.0203,-8.18,-8.026993279,-7.63,-7.473472462,0.156337717,0.000189822,10.45,-0.04294,1.2162,16.677,0.63,0.0016,16.524,-0.153,0.987
3-4-5-BH2BAI,c1c(B)c(B)c(B)cc1(C#C(I)),I,H,BH2,BH2,35.3,2.143130039,1.9995,3.602,-0.11,C1,2.0218,0.0223,3.144,-0.458,2.299,1.2154,2.9515,0.185,-14.847,0.0194,0.0135,-0.000987,-0.0125,0.0581,0.000987,9.7e-07,-0.0194,-7.52,-7.381649394,-6.97,-6.832869659,0.134287033,0.002843308,9.63,-0.03922,1.2138,16.944,0.609,0.0016,16.785,-0.159,1.143
3-4-5-ClBAI,c1c(Cl)c(Cl)c(Cl)cc1(C#C(I)),I,H,Cl,Cl,38.7,2.138517705,1.9986,3.601,-1.728,C1,2.0223,0.0237,3.108,-0.493,0.717,1.2153,2.9337,0.194,-15.035,0.020113627,0.013999776,-0.000943957,-0.013055819,0.059774973,0.000943957,1.98e-06,-0.020113627,-8.03,-7.879174694,-7.47,-7.317476537,0.150006146,0.002517317,10.17,-0.04187,1.2135,16.969,1.969,0.0018,16.791,-0.178,2.601
3-4-5-CNBAI,c1c(C#N)c(C#N)c(C#N)cc1(C#C(I)),I,H,CN,CN,47.7,2.130350311,1.9968,3.591,-5.395,C1,2.0238,0.027,3.013,-0.578,-2.891,1.2157,2.8938,0.218,-15.609,0.021766982,0.015114183,-0.000810703,-0.01430348,0.063699604,0.000810703,3.31e-07,-0.021766982,-9.32,-9.125156929,-8.74,-8.544913634,0.193747951,0.001338415,11.56,-0.04865,1.2135,16.942,4.995,0.0022,16.719,-0.223,5.895
3-4-5-FBAI,c1c(F)c(F)c(F)cc1(C#C(I)),I,H,F,F,38.5,2.138519523,1.9989,3.6,-1.323,C1,2.0224,0.0235,3.114,-0.486,1.142,1.2152,2.937,0.192,-14.606,0.019986766,0.013912023,-0.000952198,-0.012959825,0.059456923,0.000952198,1.36e-06,-0.019986766,-7.95,-7.795604861,-7.4,-7.248466245,0.149156498,0.002377257,10.07,-0.04137,1.2134,16.98,1.552,0.0018,16.805,-0.175,2.034
3-4-5-NH2BAI,c1c(N)c(N)c(N)cc1(C#C(I)),I,H,NH2,NH2,29.3,2.149757637,2.0003,3.61,2.443,C1,2.0205,0.0202,3.206,-0.404,4.643,1.2159,2.982,0.177,-14.615,0.0183,0.0128,-0.00105,-0.0117,0.0552,0.00105,2.33e-06,-0.0183,-6.66,-6.544283774,-6.14,-6.022476256,0.113568552,0.003955192,8.74,-0.0349,1.2145,16.859,-1.623,0.0014,16.729,-0.13,-1.096
3-4-5-OHBAI,c1c(O)c(O)c(O)cc1(C#C(I)),I,H,OH,OH,33.3,2.145714144,2.0,3.606,1.254,C1,2.0214,0.0214,3.172,-0.434,3.563,1.2156,2.9651,0.18,-14.557,0.0189,0.0132,-0.00101,-0.0122,0.0568,0.00101,3.05e-06,-0.0189,-7.16,-7.026221738,-6.62,-6.490636469,0.126207221,0.00315631,9.22,-0.03728,1.2141,16.898,-0.666,0.0015,16.754,-0.144,-0.175
